EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Neuroticism,E1(1),E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
1219,1,,,,,,3,5,4,4,2,4,2,3,1,5,2,4,4,4,2,3,3,1,2,2,2,3,1,4,2,4,3,4,4,5,4,2,4,2,4,2,3,1,4,2,2,2,3,2,3,2,4,2,3,2
1220,3,,,,,,3,1,4,5,5,1,3,3,2,2,4,1,5,1,3,3,1,1,2,5,1,5,5,5,1,5,1,3,5,5,1,3,5,5,1,2,5,4,2,1,4,1,5,1,5,1,3,1,5,5
1221,1,,,,,,2,4,4,3,2,3,3,4,1,5,2,4,4,2,4,2,3,2,2,3,2,4,2,4,3,4,2,4,4,5,2,4,4,4,2,4,3,4,2,2,2,4,4,3,4,2,3,2,4,3
1224,3,,,,,,1,2,2,3,3,2,2,4,3,4,3,5,3,1,3,2,3,3,2,5,2,5,2,4,2,3,2,4,4,3,3,4,4,2,2,2,3,3,3,4,4,2,5,2,3,2,4,4,4,4
1225,1,,,,,,4,3,4,3,3,3,2,4,2,3,3,3,4,2,2,3,3,2,3,2,5,4,2,4,2,4,2,4,4,4,4,2,4,1,4,2,4,2,4,4,3,3,4,2,3,2,4,2,3,3
1226,1,,,,,,2,2,3,4,4,3,2,4,3,5,2,3,4,3,4,4,4,4,4,3,4,2,2,2,4,3,4,4,2,4,3,2,4,2,3,2,4,4,5,4,3,5,4,5,5,2,4,2,4,4
1228,1,,,,,,4,1,3,2,2,1,2,4,3,5,5,1,5,2,4,4,2,3,3,4,1,5,3,5,1,5,1,4,5,3,3,4,5,3,2,2,5,1,2,5,4,1,4,1,3,2,4,3,5,3
1231,1,,,,,,1,1,5,3,5,1,3,3,4,3,2,4,4,2,1,3,1,1,2,1,1,5,1,5,1,5,2,3,5,4,4,1,5,1,4,1,3,3,5,3,4,1,1,1,4,3,5,1,5,4
1233,2,,,,,,1,4,2,4,2,4,1,2,2,5,2,4,4,3,2,3,2,2,3,2,1,5,2,5,1,4,1,4,5,3,4,3,4,2,2,2,4,1,2,4,4,1,5,2,4,1,4,4,5,5
1234,1,,,,,,5,5,3,5,3,1,1,3,5,5,3,4,5,1,4,3,3,2,3,5,1,5,1,5,2,5,1,1,5,3,2,3,3,5,2,5,5,3,1,3,5,1,5,1,5,1,5,5,5,5
1235,1,,,,,,1,2,4,2,4,2,2,3,4,2,4,2,5,1,3,4,3,4,4,4,2,4,4,3,2,4,3,3,3,4,4,2,5,2,2,2,5,2,5,4,3,3,1,3,4,5,4,2,4,4
1237,1,,,,,,4,2,4,2,5,2,3,4,4,4,5,2,4,5,4,2,4,4,3,1,1,5,1,5,2,5,2,4,5,5,4,4,5,3,5,2,4,3,2,4,5,3,5,2,5,5,5,4,5,5
1238,1,,,,,,1,3,1,5,4,2,4,5,1,2,5,1,5,1,3,4,5,4,3,5,2,2,3,4,2,4,4,4,2,1,3,1,2,4,1,1,4,2,1,3,1,3,3,4,4,3,1,1,5,4
1239,1,,,,,,4,1,5,2,5,2,4,3,3,2,2,2,4,3,3,4,4,4,4,2,4,5,2,4,2,5,2,3,4,3,3,2,4,2,2,3,3,2,2,2,3,1,2,2,3,2,4,1,3,3
1240,1,,,,,,5,3,5,5,5,3,5,3,5,5,3,4,5,4,5,4,2,3,4,2,2,5,5,2,3,2,1,2,1,5,4,3,5,5,1,1,1,2,1,2,4,1,5,1,5,1,3,4,5,5
1241,1,,,,,,4,3,4,3,4,2,4,3,4,4,1,4,1,3,1,1,3,2,1,2,4,4,1,4,2,2,2,4,4,4,4,3,5,1,4,2,4,3,4,4,4,1,4,2,4,2,5,3,3,4
1242,1,,,,,,3,3,4,4,1,1,3,4,5,5,1,5,1,3,1,1,2,1,1,2,1,5,1,5,1,5,1,5,5,5,2,4,4,5,2,3,2,2,1,3,4,2,5,2,3,1,5,3,4,3
1243,1,,,,,,1,4,2,4,2,2,1,4,5,5,2,4,4,3,1,1,1,1,4,3,5,4,4,2,4,1,4,4,1,3,4,2,5,2,2,1,5,2,4,4,5,1,5,1,5,1,5,5,5,5
1244,1,,,,,,3,4,3,3,3,3,3,3,2,3,3,3,4,3,4,3,2,2,3,2,3,4,1,4,3,3,2,3,3,3,3,4,3,2,4,2,4,3,3,3,2,3,3,2,3,2,3,2,3,3
1245,1,,,,,,1,5,3,5,3,5,1,5,3,5,3,5,5,2,2,3,4,5,4,5,2,5,3,5,2,5,3,5,5,3,1,5,3,5,1,5,3,5,1,3,2,1,5,1,3,1,5,3,5,4
1246,1,,,,,,1,4,1,2,5,4,5,1,5,5,5,5,5,1,5,5,5,5,5,4,5,5,1,5,1,5,1,2,5,4,4,2,5,1,3,2,5,2,4,4,2,5,1,2,3,5,2,3,5,2
1248,1,,,,,,3,4,3,4,2,3,2,4,4,4,2,5,4,4,2,3,4,3,1,1,2,5,1,3,4,3,2,4,5,4,4,3,5,1,4,1,5,1,5,4,4,1,5,1,5,1,5,2,3,5
1249,1,,,,,,5,2,4,2,5,2,5,3,4,3,2,5,2,4,3,2,4,4,2,2,1,4,1,4,3,5,1,3,5,3,2,5,3,3,1,4,3,2,2,3,5,1,5,1,4,1,4,4,2,5
1250,1,,,,,,2,2,3,3,4,2,2,3,3,3,2,3,2,3,2,2,3,2,3,2,2,4,2,4,2,3,2,4,3,4,3,3,4,2,3,3,4,2,2,4,4,2,4,2,4,2,3,3,4,4
1251,1,,,,,,4,1,5,3,5,1,4,1,1,4,3,2,4,2,1,2,2,1,1,1,1,5,1,5,1,5,1,5,5,5,5,4,5,2,4,1,5,1,5,1,4,1,5,1,5,1,5,4,5,5
1252,1,,,,,,1,3,4,4,4,5,3,4,4,5,4,3,4,3,3,3,3,1,4,1,1,4,1,5,2,4,2,5,5,4,4,2,5,1,1,3,5,1,4,4,5,3,5,3,2,1,4,2,5,3
1254,1,,,,,,3,1,2,2,5,5,2,2,5,5,5,2,5,1,5,5,3,2,5,4,2,3,4,5,2,5,3,5,5,4,4,5,2,5,1,5,2,4,2,5,4,2,5,2,3,2,4,4,5,5
1255,1,,,,,,4,1,4,4,4,2,4,2,4,4,4,4,4,3,4,4,3,3,4,4,2,5,4,4,2,4,2,4,4,3,4,5,4,3,3,4,3,3,3,4,4,3,4,3,4,2,4,4,4,4
1256,1,,,,,,2,3,4,3,4,2,2,3,4,4,4,3,3,2,4,2,2,4,3,2,2,4,3,3,3,3,3,4,4,3,4,4,4,1,2,4,4,1,3,4,5,3,2,2,4,3,4,4,4,3
1257,1,,,,,,3,3,3,4,1,3,3,2,1,5,4,1,5,3,5,5,5,5,5,4,3,2,4,4,4,5,4,5,5,5,2,1,3,1,5,1,3,1,5,3,2,2,3,4,3,3,3,2,5,3
1258,1,,,,,,4,1,5,1,5,1,5,2,5,1,2,4,2,4,2,5,1,1,2,2,3,4,3,2,2,1,1,4,4,4,5,1,5,1,5,1,5,1,5,5,4,3,2,2,3,2,4,3,4,3
1259,1,,,,,,4,5,3,5,1,5,1,3,5,5,5,4,5,4,4,4,1,5,3,2,1,5,1,5,4,5,2,3,5,5,4,1,5,1,3,4,1,5,3,5,4,4,5,1,4,2,3,3,4,5
1260,1,,,,,,2,3,3,3,3,3,2,4,2,5,4,3,3,2,4,3,3,3,3,3,3,4,1,3,3,5,2,4,3,3,3,2,3,2,4,4,3,4,4,3,4,1,5,2,4,1,3,3,5,4
1263,1,,,,,,3,4,3,3,5,5,5,2,4,1,4,4,3,3,5,5,5,5,5,2,4,4,2,4,2,5,1,5,4,5,5,2,3,2,3,1,5,3,4,5,2,3,2,5,3,5,4,1,2,2
1264,1,,,,,,1,2,3,4,4,2,1,3,1,5,3,2,5,4,4,3,5,5,5,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,2,4,4,4,5,3,4,1,4,4,3,4
1265,1,,,,,,3,1,5,1,5,1,5,1,5,5,4,5,4,5,5,1,1,1,4,1,2,5,1,5,1,5,1,2,5,5,5,2,5,1,5,5,5,1,5,5,5,1,5,1,5,1,5,1,4,5
1267,1,,,,,,1,5,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,1,1,1,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,1,1,5,1,5,1,5,1,5,5
1268,1,,,,,,1,4,4,3,4,5,5,1,5,4,3,2,5,4,3,5,3,2,5,4,4,4,1,3,3,4,2,3,5,3,2,3,4,5,1,4,2,3,5,2,3,5,3,4,4,2,4,2,4,5
1269,1,,,,,,2,3,1,4,1,5,1,5,1,5,4,2,5,2,5,4,4,3,5,3,1,3,1,5,2,5,3,4,5,4,3,2,3,1,1,2,5,3,5,3,1,4,2,4,3,3,4,1,4,3
1270,1,,,,,,1,1,3,2,2,1,2,4,2,4,5,3,5,1,5,5,5,5,5,5,2,5,2,3,2,5,2,3,4,2,2,2,4,3,2,2,5,3,2,3,5,1,5,1,4,1,4,4,5,5
1273,1,,,,,,2,4,3,3,2,1,1,5,5,5,3,2,4,4,5,5,5,5,4,5,4,3,2,4,4,4,5,5,5,4,3,2,4,3,5,2,4,3,4,3,3,2,3,3,3,3,4,3,5,3
1275,2,,,,,,3,3,3,3,4,3,3,3,4,5,4,3,5,2,2,3,3,2,4,3,4,4,3,3,4,3,3,3,3,5,3,3,5,2,2,3,3,2,3,3,4,2,5,2,4,2,4,3,4,3
1277,1,,,,,,3,3,3,3,3,3,3,3,3,2,2,4,3,3,2,2,2,1,2,2,4,4,2,2,3,3,3,4,4,3,3,2,4,4,4,2,4,2,2,4,3,2,4,2,3,2,3,3,3,3
1278,1,,,,,,2,3,2,3,3,2,1,2,4,5,4,2,4,3,4,3,2,4,4,3,2,4,1,3,2,4,4,4,4,5,3,5,2,4,2,4,4,1,4,2,3,1,4,1,4,2,3,2,5,3
1279,2,,,,,,2,2,4,3,3,2,3,2,3,5,5,2,5,4,4,4,4,4,4,3,2,4,3,3,3,3,3,3,4,4,4,2,4,2,3,5,4,3,4,4,2,2,2,2,3,3,3,3,4,2
1280,1,,,,,,3,1,5,1,5,2,4,2,5,2,1,4,2,3,1,2,3,1,2,3,2,5,1,2,5,2,1,4,2,4,5,2,5,2,4,2,4,3,3,4,3,2,3,4,3,2,4,2,3,3
1281,1,,,,,,4,1,4,1,5,1,5,2,5,2,3,4,4,1,1,2,4,3,4,4,2,5,2,5,1,3,1,4,4,4,3,2,4,3,3,1,5,3,2,4,4,2,5,1,5,1,3,2,5,5
1282,1,,,,,,4,3,3,2,3,3,2,4,4,4,2,3,2,2,2,2,4,1,2,1,3,4,2,4,4,4,2,3,4,4,3,2,2,2,3,1,1,3,2,3,3,2,3,2,4,1,5,3,2,4
1283,2,,,,,,1,3,4,3,3,2,4,3,5,4,3,3,4,2,4,4,5,4,4,3,2,5,1,4,2,3,3,3,4,3,4,4,3,2,2,4,5,4,3,3,2,2,3,2,3,2,4,2,4,3
1285,1,,,,,,1,5,1,5,1,4,1,5,1,5,5,1,5,3,5,5,5,5,5,3,3,3,4,2,4,5,4,3,4,5,4,5,5,4,3,5,4,5,2,4,5,4,4,3,5,1,5,5,5,3
1286,1,,,,,,3,4,3,4,4,5,5,5,2,5,4,2,4,3,4,3,3,3,4,3,1,4,3,4,1,5,2,3,3,3,2,4,4,5,1,3,3,2,3,3,4,3,3,4,3,2,3,4,4,4
1288,2,,,,,,1,5,2,4,2,5,1,5,1,5,4,2,5,3,5,4,5,4,4,3,2,2,2,4,2,4,4,3,4,2,2,1,3,5,4,3,5,2,3,4,4,2,5,1,4,2,5,3,5,4
1289,1,,,,,,4,1,5,1,5,1,5,2,5,1,3,3,4,2,1,3,1,3,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5
1291,1,,,,,,4,2,5,1,5,1,4,4,4,3,1,4,5,5,1,1,2,4,1,1,1,5,2,2,2,3,1,4,2,4,4,2,4,1,4,3,5,2,4,4,5,1,5,1,5,1,5,4,5,5
1292,1,,,,,,1,5,1,4,1,5,1,5,2,5,2,4,3,3,4,2,2,2,3,3,2,2,2,4,4,4,5,3,5,4,4,2,4,2,2,2,4,2,3,5,4,3,4,3,5,1,1,4,5,4
1293,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,1,5,5,5,5,3,3,5,5,5,1,1,5,1,5,5,5,5,5,3,5,5,5,3,5,4,1,4,3,3,4,5,2,4,1,5,1,5,4
1294,1,,,,,,2,3,4,2,4,2,4,1,2,2,1,3,2,5,1,2,1,1,1,1,1,5,1,5,1,5,1,4,5,4,5,1,4,1,4,2,3,1,5,4,5,1,4,1,5,1,4,3,5,5
1295,1,,,,,,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,4,3,2,4,1,4,2,3,4,4,3,2,2,2,4,2,3,2,4,3,3,3,3,2,3,2,4,2,2,3
1296,2,,,,,,4,1,5,1,5,1,5,1,5,4,1,4,1,5,1,1,1,1,2,1,1,5,3,4,1,5,1,5,4,5,4,5,3,3,4,3,3,2,4,4,5,2,5,3,5,1,5,5,4,5
1297,1,,,,,,1,4,2,3,2,2,1,4,2,5,1,4,1,4,2,1,1,1,2,1,2,4,3,3,1,1,2,4,3,2,3,5,5,2,3,4,1,1,2,3,3,1,4,1,5,1,5,3,5,5
1298,1,,,,,,5,2,5,3,5,3,5,1,5,5,4,4,5,2,3,3,3,5,3,4,1,5,1,5,1,4,1,2,5,5,5,1,5,1,5,3,5,2,5,5,3,4,2,1,5,1,4,3,3,5
1299,1,,,,,,3,1,4,3,3,2,3,3,5,5,4,3,5,2,5,5,5,5,5,3,1,3,3,5,1,5,2,4,5,4,3,5,4,5,3,5,4,3,3,3,3,5,5,1,4,2,2,3,5,4
1301,1,,,,,,5,1,5,5,5,1,5,1,1,1,5,5,1,5,1,1,5,5,1,5,5,5,1,5,1,5,1,1,5,5,1,5,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5
1303,1,,,,,,1,4,2,4,2,4,1,4,1,5,3,4,4,2,4,3,4,3,2,3,2,3,1,4,2,4,2,5,4,4,4,2,3,3,2,2,4,2,2,4,4,3,2,2,3,4,4,4,4,3
1304,1,,,,,,4,1,5,1,5,1,5,2,3,1,1,4,1,3,3,3,1,1,2,2,1,4,1,4,3,4,1,5,4,4,5,1,5,1,5,1,5,1,4,4,4,1,4,1,4,1,5,5,5,4
1306,1,,,,,,1,4,4,5,2,2,2,5,1,5,4,1,5,1,5,4,4,4,4,4,1,4,1,5,1,4,1,4,5,4,2,4,2,3,2,5,4,4,4,2,5,1,5,1,5,1,4,5,5,3
1307,1,,,,,,1,5,4,5,4,4,1,5,1,5,4,3,5,2,2,2,2,2,2,2,1,4,1,5,1,5,2,4,5,4,5,1,5,1,5,1,5,2,4,4,3,2,5,3,3,2,3,1,3,2
1308,1,,,,,,2,4,3,3,3,3,2,5,4,4,2,5,4,4,2,2,2,3,4,2,2,4,2,4,2,2,2,4,4,4,2,2,5,2,2,4,1,4,1,4,4,1,5,1,4,1,4,2,5,5
1309,1,,,,,,1,4,2,5,4,2,5,1,2,3,1,5,1,3,1,1,2,2,3,2,2,4,1,4,2,4,1,3,3,5,2,4,1,4,1,5,1,4,1,1,5,1,5,2,5,1,5,4,5,5
1310,1,,,,,,5,1,1,3,4,2,2,2,4,5,4,2,4,3,4,2,5,5,5,3,3,4,1,5,1,5,2,5,5,5,4,4,5,1,2,5,5,3,5,5,2,2,4,1,5,1,5,2,5,5
1311,1,,,,,,1,3,3,3,2,2,1,4,2,4,5,3,5,2,3,2,2,1,4,3,1,5,4,4,2,3,1,5,5,2,2,4,4,5,3,4,2,1,2,3,4,2,5,2,3,1,4,4,3,3
1312,1,,,,,,3,2,4,3,4,3,4,4,3,3,3,4,3,3,2,3,3,2,4,2,2,4,1,4,2,3,2,4,3,4,2,5,3,3,1,5,3,3,2,2,4,3,3,3,3,3,3,4,3,3
1314,2,,,,,,3,3,3,4,3,2,2,4,2,2,4,2,5,4,2,1,2,1,1,1,1,4,1,5,2,4,1,5,5,5,3,4,5,3,1,4,5,3,1,4,5,1,4,2,5,1,5,5,5,5
1315,1,,,,,,4,1,5,4,5,1,4,2,4,1,1,5,4,3,5,5,3,2,1,1,4,2,4,5,2,5,3,5,5,5,2,4,3,5,1,5,1,4,1,3,5,3,2,2,3,3,3,2,3,3
1317,1,,,,,,2,5,2,3,4,4,2,4,3,2,4,4,5,3,5,4,5,4,4,4,3,4,1,4,1,4,1,3,5,3,3,2,4,4,1,5,5,3,2,2,4,3,4,3,4,1,4,2,4,5
1318,1,,,,,,1,5,3,5,2,4,1,5,1,5,2,5,4,4,1,2,1,1,2,1,2,3,1,4,2,5,3,3,5,3,3,5,4,1,3,5,2,1,3,4,5,1,5,1,4,1,4,5,5,4
1319,1,,,,,,3,2,2,3,5,1,3,4,2,5,5,2,5,1,4,4,5,5,4,4,1,5,1,5,2,4,2,4,5,3,3,2,3,4,1,2,4,2,2,4,4,1,5,1,4,1,4,4,4,5
1321,1,,,,,,1,5,2,4,1,4,1,4,1,5,5,2,4,3,4,5,5,5,4,2,1,5,1,4,1,4,2,4,3,3,4,3,3,4,3,4,1,3,4,3,3,3,2,3,3,5,3,1,3,2
1322,1,,,,,,3,3,3,2,3,2,3,3,4,3,2,3,3,3,2,2,2,2,3,2,3,3,2,3,2,3,2,4,3,3,4,4,3,2,3,3,4,2,3,4,4,1,3,1,4,2,3,3,3,3
1324,1,,,,,,1,5,2,3,2,5,1,5,1,5,4,4,5,3,4,3,5,3,3,3,3,3,3,2,4,3,4,2,2,4,1,4,3,4,1,4,1,4,1,3,3,2,4,2,4,2,4,2,4,4
1329,1,,,,,,1,4,3,4,5,2,5,4,2,1,3,3,4,3,3,2,3,2,3,2,1,5,4,4,4,4,2,5,4,4,4,4,4,2,2,4,2,1,4,2,5,1,5,1,5,1,5,5,5,5
1331,1,,,,,,3,5,1,4,1,5,1,4,1,5,2,4,1,4,2,1,3,2,4,2,3,2,4,2,4,4,4,2,3,2,5,4,3,3,3,4,3,1,3,4,5,1,3,1,3,3,5,4,5,3
1333,1,,,,,,3,1,5,2,5,4,4,2,4,3,2,4,5,3,3,5,3,3,4,3,5,5,3,4,1,2,1,4,4,5,3,2,3,3,2,3,4,3,4,3,2,3,4,3,4,1,3,1,4,4
1334,1,,,,,,1,1,5,5,5,5,1,5,5,5,1,5,5,1,5,5,4,3,5,2,4,5,1,5,1,5,3,3,5,5,1,5,5,1,5,1,3,5,5,5,5,3,5,5,2,5,5,4,5,4
1336,1,,,,,,3,1,4,2,5,1,5,1,1,3,5,1,5,3,1,3,1,1,4,2,1,5,1,5,4,4,1,5,4,4,4,1,5,1,5,1,5,1,5,5,3,4,2,2,3,3,5,1,5,3
1338,1,,,,,,5,1,5,3,5,1,5,1,3,1,5,1,3,4,1,3,2,1,5,1,1,5,2,5,1,5,1,5,5,5,5,5,5,1,5,2,5,1,5,3,5,1,1,1,5,1,5,1,5,5
1340,1,,,,,,3,3,4,2,4,2,2,4,2,4,2,4,4,3,4,2,2,2,5,2,2,5,4,5,1,1,1,4,4,2,1,4,4,4,1,4,2,5,2,3,5,2,4,2,3,2,5,4,4,5
1344,1,,,,,,3,2,4,4,3,2,3,3,3,5,5,2,5,2,4,5,5,5,4,4,2,4,1,4,2,5,2,2,4,4,4,1,5,1,3,1,1,3,2,4,3,5,1,4,3,2,5,1,2,3
1346,1,,,,,,2,2,4,2,3,2,2,4,4,5,1,4,3,4,1,1,2,1,2,1,2,4,1,4,2,3,2,4,3,3,4,4,4,1,2,1,4,2,2,4,3,1,4,1,4,2,5,4,4,5
1349,1,,,,,,2,2,2,3,2,3,1,4,1,5,3,2,5,1,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,4,3,5,2,2,2,4,1,3,4,5,2,3,2,3,3,4,3,4,2
1350,1,,,,,,5,2,5,5,5,2,5,2,5,5,1,3,5,3,2,2,2,2,2,4,4,5,2,5,2,5,2,5,5,5,5,2,5,2,5,2,2,3,5,5,5,4,5,2,5,2,5,3,5,3
1352,1,,,,,,2,4,3,3,3,3,2,3,4,5,3,3,5,5,2,3,3,4,3,2,4,4,1,5,2,4,3,4,5,5,4,2,4,1,3,2,5,3,4,3,3,2,4,3,4,2,4,4,4,4
1355,3,,,,,,4,1,5,1,5,1,5,3,2,1,1,3,3,3,3,1,5,4,1,3,4,5,1,2,3,3,3,4,3,4,4,1,5,1,5,1,5,3,5,4,4,1,5,3,5,1,5,3,5,5
1356,1,,,,,,3,3,4,3,4,1,3,2,4,3,2,3,4,2,3,3,3,1,3,1,3,3,1,3,3,1,3,3,4,3,4,2,4,2,4,5,4,1,4,3,3,4,3,2,4,2,4,3,5,4
1358,1,,,,,,1,4,4,5,4,2,1,5,1,5,1,5,1,5,2,1,2,1,1,1,1,5,1,5,1,5,5,5,5,5,4,5,2,1,4,4,1,2,5,1,5,1,5,1,4,1,4,4,4,5
1360,1,,,,,,1,1,5,1,5,1,2,2,5,1,4,4,2,2,3,2,4,4,4,4,3,4,4,2,4,3,2,2,3,3,2,4,3,4,1,3,5,4,1,2,5,2,5,1,4,1,4,5,2,5
1361,1,,,,,,5,1,5,2,5,1,5,2,5,2,2,4,3,3,2,1,3,4,3,3,5,5,3,5,1,5,5,4,5,5,3,2,2,2,3,3,4,3,2,2,4,1,5,1,5,1,5,2,4,5
1362,1,,,,,,4,5,3,3,2,4,2,3,2,3,4,2,4,2,3,4,4,5,4,4,2,4,2,4,2,5,2,4,5,3,3,2,3,2,3,4,3,1,5,4,3,5,5,5,3,2,3,3,5,3
1363,1,,,,,,1,4,4,4,3,3,2,5,2,5,4,2,4,2,3,3,4,3,3,4,2,5,1,5,2,5,2,5,4,5,3,1,4,1,2,4,3,1,3,4,2,3,3,1,4,2,2,2,4,4
1364,1,,,,,,3,4,5,3,2,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,5,2,1,5,2,4,3,4,4,3,2,1,4,2,3,2,2,3,4,3,2,3,3,3,2,3,4,2,3,2
1367,1,,,,,,3,2,4,1,3,1,5,2,4,4,4,3,4,1,2,4,3,3,4,2,2,4,1,5,2,5,3,1,4,4,3,2,3,2,1,2,4,2,5,1,2,4,3,5,1,2,1,1,4,1
1368,1,,,,,,4,5,3,3,3,4,4,2,3,2,5,1,4,4,3,3,4,5,2,5,2,4,1,5,2,5,2,3,5,5,2,1,5,1,4,2,2,2,2,3,4,1,5,2,4,1,4,4,5,4
1369,1,,,,,,2,4,3,3,4,4,2,4,2,4,4,3,5,3,5,4,4,3,5,2,4,3,2,3,2,4,3,3,3,3,4,2,3,4,3,2,4,3,4,3,3,2,3,3,4,2,4,3,4,3
1371,1,,,,,,1,5,3,5,1,5,1,5,1,5,5,4,5,5,3,5,5,2,1,1,1,4,4,5,1,5,1,5,5,1,3,4,5,5,1,5,1,1,1,5,3,1,5,1,4,1,3,1,2,5
1372,2,,,,,,3,1,3,3,2,2,1,3,2,3,3,1,5,1,3,3,3,1,4,5,1,5,1,5,1,5,1,5,5,5,3,1,5,2,3,3,4,2,3,4,5,1,5,2,5,1,4,5,4,5
1373,1,,,,,,1,1,5,5,5,2,1,3,4,5,5,5,5,4,5,5,5,4,5,5,3,4,3,4,3,5,2,4,4,4,5,1,4,3,3,4,4,4,4,5,2,5,5,3,3,4,4,2,4,4
1374,3,,,,,,3,3,4,2,4,1,5,3,3,2,3,3,4,4,3,3,2,2,2,4,3,4,3,5,2,4,1,4,4,4,3,2,4,3,3,3,4,2,3,4,4,2,4,1,4,1,4,3,4,5
1375,2,,,,,,4,3,4,2,4,3,4,3,3,4,2,4,3,3,2,2,2,2,3,2,2,4,1,4,2,2,2,4,4,4,4,1,5,2,4,2,4,2,4,4,2,2,2,2,3,3,4,2,2,3
1377,1,,,,,,3,2,4,2,5,2,5,3,3,3,2,4,2,2,3,1,2,1,3,2,3,5,3,2,2,2,1,3,2,4,4,2,3,3,3,3,4,3,5,4,2,2,3,1,3,1,4,2,4,3
1379,1,,,,,,3,1,4,2,4,2,3,3,3,3,5,2,5,4,3,5,4,5,4,2,1,5,2,4,1,5,2,4,4,4,4,3,4,3,4,2,3,1,3,3,4,2,4,4,4,1,4,4,4,4
1380,1,,,,,,2,2,2,4,4,2,2,5,3,4,4,3,3,3,4,4,4,4,4,3,4,3,3,4,1,5,2,3,5,3,4,4,2,3,2,4,3,4,4,3,2,4,4,2,3,2,5,3,4,3
1382,1,,,,,,3,2,4,3,5,2,5,4,3,2,3,3,4,1,1,1,5,4,5,5,4,4,2,1,1,1,3,2,1,4,2,2,4,4,2,2,3,3,2,4,5,1,5,2,3,1,5,5,5,5
1383,1,,,,,,4,2,4,3,4,1,3,3,5,4,5,4,4,4,1,4,1,4,2,4,5,5,1,5,1,5,1,4,4,4,3,1,3,4,5,4,4,1,2,3,1,1,5,1,4,1,3,1,3,4
1387,1,,,,,,3,3,3,3,5,3,3,3,5,3,4,3,5,3,3,5,4,3,3,2,5,4,3,5,3,5,2,5,3,5,1,5,3,5,3,5,5,2,1,2,3,3,5,3,5,2,2,3,3,5
1389,1,,,,,,3,2,5,1,5,1,5,3,4,1,1,4,3,4,1,1,2,1,1,1,1,4,1,5,1,5,1,5,4,5,4,1,5,1,5,1,4,1,4,5,3,1,4,2,5,5,5,3,4,5
1390,1,,,,,,1,5,2,5,1,4,1,2,2,5,2,4,5,1,4,5,5,5,4,5,1,3,1,5,4,5,4,5,5,3,3,2,3,3,2,2,4,3,3,3,2,1,1,1,4,1,5,3,4,5
1391,1,,,,,,5,2,4,4,2,3,2,3,2,5,3,5,4,4,3,4,4,3,2,3,5,3,1,4,2,5,3,4,3,5,3,1,5,2,2,5,4,3,1,5,4,4,4,3,4,1,5,4,4,4
1392,1,,,,,,4,2,5,1,4,2,4,1,5,2,2,4,2,2,4,3,2,2,3,2,3,4,3,4,2,3,2,4,5,4,4,4,2,2,3,2,3,2,3,3,4,1,5,1,5,1,5,3,2,4
1394,1,,,,,,3,1,4,3,4,2,2,4,3,5,4,3,5,2,4,3,3,3,4,3,2,4,4,4,2,5,2,4,5,4,5,2,5,3,5,1,5,1,5,5,3,1,4,3,4,2,5,2,4,3
1395,1,,,,,,3,3,3,3,3,3,2,5,4,5,3,3,5,3,3,4,3,3,3,3,4,3,2,4,2,4,2,4,3,4,3,4,4,4,2,4,3,4,3,3,4,4,4,3,4,1,4,3,4,4
1396,1,,,,,,2,4,1,5,3,3,1,5,1,5,5,3,5,2,5,5,3,2,5,4,2,2,1,3,3,2,4,2,3,2,4,2,5,4,4,2,4,2,4,5,5,1,5,1,5,1,5,5,5,5
1397,1,,,,,,1,4,3,3,5,4,3,5,5,4,5,5,5,2,5,5,5,4,5,5,1,3,3,5,2,5,2,5,2,2,3,4,2,5,1,1,5,3,1,3,3,3,3,1,3,3,4,3,5,3
1399,1,,,,,,2,3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,4,2,4,2,4,4,4,3,2,4,2,3,4,4,3,4,3,2,2,3,3,3,2,4,2,3,4
1401,1,,,,,,4,2,3,2,5,3,4,3,5,3,4,4,5,4,5,5,4,3,4,3,5,5,4,4,3,5,3,3,4,5,3,5,4,3,2,3,5,4,4,4,2,4,5,4,4,2,4,1,4,4
