,EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
858,1201,1,,,,,,3,3,5,2,5,2,5,3,4,1,4,1,4,3,4,3,1,1,4,3,2,4,1,5,2,5,1,4,4,5,4,1,5,1,4,1,4,-1,3,4,5,1,3,2,4,1,5,5,5,4
859,1202,3,,,,,,5,3,4,2,5,2,4,2,5,3,3,5,2,4,2,4,4,3,4,2,5,3,4,1,5,1,3,1,1,5,5,2,5,3,3,3,4,-3,2,4,5,1,5,1,5,1,5,5,3,5
860,1203,1,,,,,,4,1,4,2,5,1,5,1,5,1,1,1,5,1,2,1,1,1,1,1,1,5,1,5,1,1,1,5,5,4,4,1,5,1,2,1,1,-1,5,4,2,1,5,2,5,1,5,1,4,2
861,1204,3,,,,,,1,2,4,4,3,2,4,4,3,4,5,2,4,5,1,5,5,5,5,4,2,5,4,4,3,4,2,4,5,3,4,4,4,5,2,5,1,-4,5,3,3,1,4,1,4,1,4,4,5,4
862,1206,1,,,,,,1,1,5,5,5,1,1,1,5,5,5,3,5,4,5,5,5,5,5,1,5,1,5,3,5,5,5,1,1,5,1,5,5,3,1,5,5,-5,1,5,3,3,5,4,5,1,5,2,5,5
863,1207,1,,,,,,1,3,1,5,3,5,1,5,2,5,4,4,3,3,3,5,3,2,5,4,3,3,1,3,4,4,4,4,3,2,3,5,2,4,1,5,5,-3,4,2,2,3,3,1,1,2,2,1,5,2
864,1210,1,,,,,,1,3,4,4,2,4,2,3,3,5,4,3,4,3,2,3,3,2,5,2,1,4,2,4,2,3,2,4,4,3,4,2,4,2,4,1,5,-2,4,3,3,2,4,2,4,2,3,1,5,3
865,1211,1,,,,,,2,3,3,3,4,3,2,3,4,4,4,2,4,2,4,4,3,3,4,4,1,4,3,4,2,4,2,4,4,3,4,4,5,2,3,4,3,-3,4,4,4,2,5,2,4,2,4,4,5,4
866,1212,1,,,,,,3,3,3,3,4,2,3,3,3,3,2,4,4,2,3,3,5,5,3,4,1,3,3,4,2,4,2,4,4,3,3,2,4,3,4,2,4,-2,3,4,3,3,4,3,4,2,3,3,3,4
867,1215,1,,,,,,3,3,3,4,3,1,1,4,5,5,4,3,5,1,4,4,4,4,3,4,1,5,1,5,1,5,1,5,5,4,3,2,4,3,1,2,3,-2,1,3,4,1,5,2,4,1,3,4,5,5
868,1216,3,,,,,,1,3,2,5,4,4,1,5,1,5,5,2,5,1,1,5,4,2,4,5,1,3,1,5,1,4,2,5,4,3,4,1,5,4,1,4,3,-3,3,3,1,2,5,3,2,2,3,1,4,4
869,1217,1,,,,,,4,2,4,3,2,2,4,2,2,3,4,3,5,3,3,3,4,4,2,2,5,3,1,5,3,4,3,4,4,5,3,5,4,3,4,4,2,-1,4,4,2,1,5,4,4,2,5,3,4,5
870,1218,1,,,,,,1,5,1,5,1,4,1,4,1,5,5,2,4,4,4,4,3,3,4,4,3,2,1,5,4,5,4,5,5,3,3,4,4,1,4,1,5,-2,2,4,4,2,4,1,5,1,5,4,5,5
871,1219,1,,,,,,3,5,4,4,2,4,2,3,1,5,2,4,4,4,2,3,3,1,2,2,2,3,1,4,2,4,3,4,4,5,4,2,4,2,4,2,3,-1,4,2,2,2,3,2,3,2,4,2,3,2
872,1220,3,,,,,,3,1,4,5,5,1,3,3,2,2,4,1,5,1,3,3,1,1,2,5,1,5,5,5,1,5,1,3,5,5,1,3,5,5,1,2,5,-4,2,1,4,1,5,1,5,1,3,1,5,5
873,1221,1,,,,,,2,4,4,3,2,3,3,4,1,5,2,4,4,2,4,2,3,2,2,3,2,4,2,4,3,4,2,4,4,5,2,4,4,4,2,4,3,-4,2,2,2,4,4,3,4,2,3,2,4,3
874,1224,3,,,,,,1,2,2,3,3,2,2,4,3,4,3,5,3,1,3,2,3,3,2,5,2,5,2,4,2,3,2,4,4,3,3,4,4,2,2,2,3,-3,3,4,4,2,5,2,3,2,4,4,4,4
875,1225,1,,,,,,4,3,4,3,3,3,2,4,2,3,3,3,4,2,2,3,3,2,3,2,5,4,2,4,2,4,2,4,4,4,4,2,4,1,4,2,4,-2,4,4,3,3,4,2,3,2,4,2,3,3
876,1226,1,,,,,,2,2,3,4,4,3,2,4,3,5,2,3,4,3,4,4,4,4,4,3,4,2,2,2,4,3,4,4,2,4,3,2,4,2,3,2,4,-4,5,4,3,5,4,5,5,2,4,2,4,4
877,1228,1,,,,,,4,1,3,2,2,1,2,4,3,5,5,1,5,2,4,4,2,3,3,4,1,5,3,5,1,5,1,4,5,3,3,4,5,3,2,2,5,-1,2,5,4,1,4,1,3,2,4,3,5,3
878,1231,1,,,,,,1,1,5,3,5,1,3,3,4,3,2,4,4,2,1,3,1,1,2,1,1,5,1,5,1,5,2,3,5,4,4,1,5,1,4,1,3,-3,5,3,4,1,1,1,4,3,5,1,5,4
879,1233,2,,,,,,1,4,2,4,2,4,1,2,2,5,2,4,4,3,2,3,2,2,3,2,1,5,2,5,1,4,1,4,5,3,4,3,4,2,2,2,4,-1,2,4,4,1,5,2,4,1,4,4,5,5
880,1234,1,,,,,,5,5,3,5,3,1,1,3,5,5,3,4,5,1,4,3,3,2,3,5,1,5,1,5,2,5,1,1,5,3,2,3,3,5,2,5,5,-3,1,3,5,1,5,1,5,1,5,5,5,5
881,1235,1,,,,,,1,2,4,2,4,2,2,3,4,2,4,2,5,1,3,4,3,4,4,4,2,4,4,3,2,4,3,3,3,4,4,2,5,2,2,2,5,-2,5,4,3,3,1,3,4,5,4,2,4,4
882,1237,1,,,,,,4,2,4,2,5,2,3,4,4,4,5,2,4,5,4,2,4,4,3,1,1,5,1,5,2,5,2,4,5,5,4,4,5,3,5,2,4,-3,2,4,5,3,5,2,5,5,5,4,5,5
883,1238,1,,,,,,1,3,1,5,4,2,4,5,1,2,5,1,5,1,3,4,5,4,3,5,2,2,3,4,2,4,4,4,2,1,3,1,2,4,1,1,4,-2,1,3,1,3,3,4,4,3,1,1,5,4
884,1239,1,,,,,,4,1,5,2,5,2,4,3,3,2,2,2,4,3,3,4,4,4,4,2,4,5,2,4,2,5,2,3,4,3,3,2,4,2,2,3,3,-2,2,2,3,1,2,2,3,2,4,1,3,3
885,1240,1,,,,,,5,3,5,5,5,3,5,3,5,5,3,4,5,4,5,4,2,3,4,2,2,5,5,2,3,2,1,2,1,5,4,3,5,5,1,1,1,-2,1,2,4,1,5,1,5,1,3,4,5,5
886,1241,1,,,,,,4,3,4,3,4,2,4,3,4,4,1,4,1,3,1,1,3,2,1,2,4,4,1,4,2,2,2,4,4,4,4,3,5,1,4,2,4,-3,4,4,4,1,4,2,4,2,5,3,3,4
887,1242,1,,,,,,3,3,4,4,1,1,3,4,5,5,1,5,1,3,1,1,2,1,1,2,1,5,1,5,1,5,1,5,5,5,2,4,4,5,2,3,2,-2,1,3,4,2,5,2,3,1,5,3,4,3
888,1243,1,,,,,,1,4,2,4,2,2,1,4,5,5,2,4,4,3,1,1,1,1,4,3,5,4,4,2,4,1,4,4,1,3,4,2,5,2,2,1,5,-2,4,4,5,1,5,1,5,1,5,5,5,5
889,1244,1,,,,,,3,4,3,3,3,3,3,3,2,3,3,3,4,3,4,3,2,2,3,2,3,4,1,4,3,3,2,3,3,3,3,4,3,2,4,2,4,-3,3,3,2,3,3,2,3,2,3,2,3,3
890,1245,1,,,,,,1,5,3,5,3,5,1,5,3,5,3,5,5,2,2,3,4,5,4,5,2,5,3,5,2,5,3,5,5,3,1,5,3,5,1,5,3,-5,1,3,2,1,5,1,3,1,5,3,5,4
891,1246,1,,,,,,1,4,1,2,5,4,5,1,5,5,5,5,5,1,5,5,5,5,5,4,5,5,1,5,1,5,1,2,5,4,4,2,5,1,3,2,5,-2,4,4,2,5,1,2,3,5,2,3,5,2
892,1248,1,,,,,,3,4,3,4,2,3,2,4,4,4,2,5,4,4,2,3,4,3,1,1,2,5,1,3,4,3,2,4,5,4,4,3,5,1,4,1,5,-1,5,4,4,1,5,1,5,1,5,2,3,5
893,1249,1,,,,,,5,2,4,2,5,2,5,3,4,3,2,5,2,4,3,2,4,4,2,2,1,4,1,4,3,5,1,3,5,3,2,5,3,3,1,4,3,-2,2,3,5,1,5,1,4,1,4,4,2,5
894,1250,1,,,,,,2,2,3,3,4,2,2,3,3,3,2,3,2,3,2,2,3,2,3,2,2,4,2,4,2,3,2,4,3,4,3,3,4,2,3,3,4,-2,2,4,4,2,4,2,4,2,3,3,4,4
895,1251,1,,,,,,4,1,5,3,5,1,4,1,1,4,3,2,4,2,1,2,2,1,1,1,1,5,1,5,1,5,1,5,5,5,5,4,5,2,4,1,5,-1,5,1,4,1,5,1,5,1,5,4,5,5
896,1252,1,,,,,,1,3,4,4,4,5,3,4,4,5,4,3,4,3,3,3,3,1,4,1,1,4,1,5,2,4,2,5,5,4,4,2,5,1,1,3,5,-1,4,4,5,3,5,3,2,1,4,2,5,3
897,1254,1,,,,,,3,1,2,2,5,5,2,2,5,5,5,2,5,1,5,5,3,2,5,4,2,3,4,5,2,5,3,5,5,4,4,5,2,5,1,5,2,-4,2,5,4,2,5,2,3,2,4,4,5,5
898,1255,1,,,,,,4,1,4,4,4,2,4,2,4,4,4,4,4,3,4,4,3,3,4,4,2,5,4,4,2,4,2,4,4,3,4,5,4,3,3,4,3,-3,3,4,4,3,4,3,4,2,4,4,4,4
899,1256,1,,,,,,2,3,4,3,4,2,2,3,4,4,4,3,3,2,4,2,2,4,3,2,2,4,3,3,3,3,3,4,4,3,4,4,4,1,2,4,4,-1,3,4,5,3,2,2,4,3,4,4,4,3
900,1257,1,,,,,,3,3,3,4,1,3,3,2,1,5,4,1,5,3,5,5,5,5,5,4,3,2,4,4,4,5,4,5,5,5,2,1,3,1,5,1,3,-1,5,3,2,2,3,4,3,3,3,2,5,3
901,1258,1,,,,,,4,1,5,1,5,1,5,2,5,1,2,4,2,4,2,5,1,1,2,2,3,4,3,2,2,1,1,4,4,4,5,1,5,1,5,1,5,-1,5,5,4,3,2,2,3,2,4,3,4,3
902,1259,1,,,,,,4,5,3,5,1,5,1,3,5,5,5,4,5,4,4,4,1,5,3,2,1,5,1,5,4,5,2,3,5,5,4,1,5,1,3,4,1,-5,3,5,4,4,5,1,4,2,3,3,4,5
903,1260,1,,,,,,2,3,3,3,3,3,2,4,2,5,4,3,3,2,4,3,3,3,3,3,3,4,1,3,3,5,2,4,3,3,3,2,3,2,4,4,3,-4,4,3,4,1,5,2,4,1,3,3,5,4
904,1263,1,,,,,,3,4,3,3,5,5,5,2,4,1,4,4,3,3,5,5,5,5,5,2,4,4,2,4,2,5,1,5,4,5,5,2,3,2,3,1,5,-3,4,5,2,3,2,5,3,5,4,1,2,2
905,1264,1,,,,,,1,2,3,4,4,2,1,3,1,5,3,2,5,4,4,3,5,5,5,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,-3,2,4,4,4,5,3,4,1,4,4,3,4
906,1265,1,,,,,,3,1,5,1,5,1,5,1,5,5,4,5,4,5,5,1,1,1,4,1,2,5,1,5,1,5,1,2,5,5,5,2,5,1,5,5,5,-1,5,5,5,1,5,1,5,1,5,1,4,5
907,1267,1,,,,,,1,5,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,1,1,1,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,-1,5,5,1,1,5,1,5,1,5,1,5,5
908,1268,1,,,,,,1,4,4,3,4,5,5,1,5,4,3,2,5,4,3,5,3,2,5,4,4,4,1,3,3,4,2,3,5,3,2,3,4,5,1,4,2,-3,5,2,3,5,3,4,4,2,4,2,4,5
909,1269,1,,,,,,2,3,1,4,1,5,1,5,1,5,4,2,5,2,5,4,4,3,5,3,1,3,1,5,2,5,3,4,5,4,3,2,3,1,1,2,5,-3,5,3,1,4,2,4,3,3,4,1,4,3
910,1270,1,,,,,,1,1,3,2,2,1,2,4,2,4,5,3,5,1,5,5,5,5,5,5,2,5,2,3,2,5,2,3,4,2,2,2,4,3,2,2,5,-3,2,3,5,1,5,1,4,1,4,4,5,5
911,1273,1,,,,,,2,4,3,3,2,1,1,5,5,5,3,2,4,4,5,5,5,5,4,5,4,3,2,4,4,4,5,5,5,4,3,2,4,3,5,2,4,-3,4,3,3,2,3,3,3,3,4,3,5,3
912,1275,2,,,,,,3,3,3,3,4,3,3,3,4,5,4,3,5,2,2,3,3,2,4,3,4,4,3,3,4,3,3,3,3,5,3,3,5,2,2,3,3,-2,3,3,4,2,5,2,4,2,4,3,4,3
913,1277,1,,,,,,3,3,3,3,3,3,3,3,3,2,2,4,3,3,2,2,2,1,2,2,4,4,2,2,3,3,3,4,4,3,3,2,4,4,4,2,4,-2,2,4,3,2,4,2,3,2,3,3,3,3
914,1278,1,,,,,,2,3,2,3,3,2,1,2,4,5,4,2,4,3,4,3,2,4,4,3,2,4,1,3,2,4,4,4,4,5,3,5,2,4,2,4,4,-1,4,2,3,1,4,1,4,2,3,2,5,3
915,1279,2,,,,,,2,2,4,3,3,2,3,2,3,5,5,2,5,4,4,4,4,4,4,3,2,4,3,3,3,3,3,3,4,4,4,2,4,2,3,5,4,-3,4,4,2,2,2,2,3,3,3,3,4,2
916,1280,1,,,,,,3,1,5,1,5,2,4,2,5,2,1,4,2,3,1,2,3,1,2,3,2,5,1,2,5,2,1,4,2,4,5,2,5,2,4,2,4,-3,3,4,3,2,3,4,3,2,4,2,3,3
917,1281,1,,,,,,4,1,4,1,5,1,5,2,5,2,3,4,4,1,1,2,4,3,4,4,2,5,2,5,1,3,1,4,4,4,3,2,4,3,3,1,5,-3,2,4,4,2,5,1,5,1,3,2,5,5
918,1282,1,,,,,,4,3,3,2,3,3,2,4,4,4,2,3,2,2,2,2,4,1,2,1,3,4,2,4,4,4,2,3,4,4,3,2,2,2,3,1,1,-3,2,3,3,2,3,2,4,1,5,3,2,4
919,1283,2,,,,,,1,3,4,3,3,2,4,3,5,4,3,3,4,2,4,4,5,4,4,3,2,5,1,4,2,3,3,3,4,3,4,4,3,2,2,4,5,-4,3,3,2,2,3,2,3,2,4,2,4,3
920,1285,1,,,,,,1,5,1,5,1,4,1,5,1,5,5,1,5,3,5,5,5,5,5,3,3,3,4,2,4,5,4,3,4,5,4,5,5,4,3,5,4,-5,2,4,5,4,4,3,5,1,5,5,5,3
921,1286,1,,,,,,3,4,3,4,4,5,5,5,2,5,4,2,4,3,4,3,3,3,4,3,1,4,3,4,1,5,2,3,3,3,2,4,4,5,1,3,3,-2,3,3,4,3,3,4,3,2,3,4,4,4
922,1288,2,,,,,,1,5,2,4,2,5,1,5,1,5,4,2,5,3,5,4,5,4,4,3,2,2,2,4,2,4,4,3,4,2,2,1,3,5,4,3,5,-2,3,4,4,2,5,1,4,2,5,3,5,4
923,1289,1,,,,,,4,1,5,1,5,1,5,2,5,1,3,3,4,2,1,3,1,3,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,-1,5,5,5,1,5,1,5,1,5,5,5,5
924,1291,1,,,,,,4,2,5,1,5,1,4,4,4,3,1,4,5,5,1,1,2,4,1,1,1,5,2,2,2,3,1,4,2,4,4,2,4,1,4,3,5,-2,4,4,5,1,5,1,5,1,5,4,5,5
925,1292,1,,,,,,1,5,1,4,1,5,1,5,2,5,2,4,3,3,4,2,2,2,3,3,2,2,2,4,4,4,5,3,5,4,4,2,4,2,2,2,4,-2,3,5,4,3,4,3,5,1,1,4,5,4
926,1293,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,1,5,5,5,5,3,3,5,5,5,1,1,5,1,5,5,5,5,5,3,5,5,5,3,5,4,-1,4,3,3,4,5,2,4,1,5,1,5,4
927,1294,1,,,,,,2,3,4,2,4,2,4,1,2,2,1,3,2,5,1,2,1,1,1,1,1,5,1,5,1,5,1,4,5,4,5,1,4,1,4,2,3,-1,5,4,5,1,4,1,5,1,4,3,5,5
928,1295,1,,,,,,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,4,3,2,4,1,4,2,3,4,4,3,2,2,2,4,2,3,-2,4,3,3,3,3,2,3,2,4,2,2,3
929,1296,2,,,,,,4,1,5,1,5,1,5,1,5,4,1,4,1,5,1,1,1,1,2,1,1,5,3,4,1,5,1,5,4,5,4,5,3,3,4,3,3,-2,4,4,5,2,5,3,5,1,5,5,4,5
930,1297,1,,,,,,1,4,2,3,2,2,1,4,2,5,1,4,1,4,2,1,1,1,2,1,2,4,3,3,1,1,2,4,3,2,3,5,5,2,3,4,1,-1,2,3,3,1,4,1,5,1,5,3,5,5
931,1298,1,,,,,,5,2,5,3,5,3,5,1,5,5,4,4,5,2,3,3,3,5,3,4,1,5,1,5,1,4,1,2,5,5,5,1,5,1,5,3,5,-2,5,5,3,4,2,1,5,1,4,3,3,5
932,1299,1,,,,,,3,1,4,3,3,2,3,3,5,5,4,3,5,2,5,5,5,5,5,3,1,3,3,5,1,5,2,4,5,4,3,5,4,5,3,5,4,-3,3,3,3,5,5,1,4,2,2,3,5,4
933,1301,1,,,,,,5,1,5,5,5,1,5,1,1,1,5,5,1,5,1,1,5,5,1,5,5,5,1,5,1,5,1,1,5,5,1,5,5,1,5,1,5,-1,5,5,5,1,5,1,5,1,5,1,5,5
934,1303,1,,,,,,1,4,2,4,2,4,1,4,1,5,3,4,4,2,4,3,4,3,2,3,2,3,1,4,2,4,2,5,4,4,4,2,3,3,2,2,4,-2,2,4,4,3,2,2,3,4,4,4,4,3
935,1304,1,,,,,,4,1,5,1,5,1,5,2,3,1,1,4,1,3,3,3,1,1,2,2,1,4,1,4,3,4,1,5,4,4,5,1,5,1,5,1,5,-1,4,4,4,1,4,1,4,1,5,5,5,4
936,1306,1,,,,,,1,4,4,5,2,2,2,5,1,5,4,1,5,1,5,4,4,4,4,4,1,4,1,5,1,4,1,4,5,4,2,4,2,3,2,5,4,-4,4,2,5,1,5,1,5,1,4,5,5,3
937,1307,1,,,,,,1,5,4,5,4,4,1,5,1,5,4,3,5,2,2,2,2,2,2,2,1,4,1,5,1,5,2,4,5,4,5,1,5,1,5,1,5,-2,4,4,3,2,5,3,3,2,3,1,3,2
938,1308,1,,,,,,2,4,3,3,3,3,2,5,4,4,2,5,4,4,2,2,2,3,4,2,2,4,2,4,2,2,2,4,4,4,2,2,5,2,2,4,1,-4,1,4,4,1,5,1,4,1,4,2,5,5
939,1309,1,,,,,,1,4,2,5,4,2,5,1,2,3,1,5,1,3,1,1,2,2,3,2,2,4,1,4,2,4,1,3,3,5,2,4,1,4,1,5,1,-4,1,1,5,1,5,2,5,1,5,4,5,5
940,1310,1,,,,,,5,1,1,3,4,2,2,2,4,5,4,2,4,3,4,2,5,5,5,3,3,4,1,5,1,5,2,5,5,5,4,4,5,1,2,5,5,-3,5,5,2,2,4,1,5,1,5,2,5,5
941,1311,1,,,,,,1,3,3,3,2,2,1,4,2,4,5,3,5,2,3,2,2,1,4,3,1,5,4,4,2,3,1,5,5,2,2,4,4,5,3,4,2,-1,2,3,4,2,5,2,3,1,4,4,3,3
942,1312,1,,,,,,3,2,4,3,4,3,4,4,3,3,3,4,3,3,2,3,3,2,4,2,2,4,1,4,2,3,2,4,3,4,2,5,3,3,1,5,3,-3,2,2,4,3,3,3,3,3,3,4,3,3
943,1314,2,,,,,,3,3,3,4,3,2,2,4,2,2,4,2,5,4,2,1,2,1,1,1,1,4,1,5,2,4,1,5,5,5,3,4,5,3,1,4,5,-3,1,4,5,1,4,2,5,1,5,5,5,5
944,1315,1,,,,,,4,1,5,4,5,1,4,2,4,1,1,5,4,3,5,5,3,2,1,1,4,2,4,5,2,5,3,5,5,5,2,4,3,5,1,5,1,-4,1,3,5,3,2,2,3,3,3,2,3,3
945,1317,1,,,,,,2,5,2,3,4,4,2,4,3,2,4,4,5,3,5,4,5,4,4,4,3,4,1,4,1,4,1,3,5,3,3,2,4,4,1,5,5,-3,2,2,4,3,4,3,4,1,4,2,4,5
946,1318,1,,,,,,1,5,3,5,2,4,1,5,1,5,2,5,4,4,1,2,1,1,2,1,2,3,1,4,2,5,3,3,5,3,3,5,4,1,3,5,2,-1,3,4,5,1,5,1,4,1,4,5,5,4
947,1319,1,,,,,,3,2,2,3,5,1,3,4,2,5,5,2,5,1,4,4,5,5,4,4,1,5,1,5,2,4,2,4,5,3,3,2,3,4,1,2,4,-2,2,4,4,1,5,1,4,1,4,4,4,5
948,1321,1,,,,,,1,5,2,4,1,4,1,4,1,5,5,2,4,3,4,5,5,5,4,2,1,5,1,4,1,4,2,4,3,3,4,3,3,4,3,4,1,-3,4,3,3,3,2,3,3,5,3,1,3,2
949,1322,1,,,,,,3,3,3,2,3,2,3,3,4,3,2,3,3,3,2,2,2,2,3,2,3,3,2,3,2,3,2,4,3,3,4,4,3,2,3,3,4,-2,3,4,4,1,3,1,4,2,3,3,3,3
950,1324,1,,,,,,1,5,2,3,2,5,1,5,1,5,4,4,5,3,4,3,5,3,3,3,3,3,3,2,4,3,4,2,2,4,1,4,3,4,1,4,1,-4,1,3,3,2,4,2,4,2,4,2,4,4
951,1329,1,,,,,,1,4,3,4,5,2,5,4,2,1,3,3,4,3,3,2,3,2,3,2,1,5,4,4,4,4,2,5,4,4,4,4,4,2,2,4,2,-1,4,2,5,1,5,1,5,1,5,5,5,5
952,1331,1,,,,,,3,5,1,4,1,5,1,4,1,5,2,4,1,4,2,1,3,2,4,2,3,2,4,2,4,4,4,2,3,2,5,4,3,3,3,4,3,-1,3,4,5,1,3,1,3,3,5,4,5,3
953,1333,1,,,,,,3,1,5,2,5,4,4,2,4,3,2,4,5,3,3,5,3,3,4,3,5,5,3,4,1,2,1,4,4,5,3,2,3,3,2,3,4,-3,4,3,2,3,4,3,4,1,3,1,4,4
954,1334,1,,,,,,1,1,5,5,5,5,1,5,5,5,1,5,5,1,5,5,4,3,5,2,4,5,1,5,1,5,3,3,5,5,1,5,5,1,5,1,3,-5,5,5,5,3,5,5,2,5,5,4,5,4
955,1336,1,,,,,,3,1,4,2,5,1,5,1,1,3,5,1,5,3,1,3,1,1,4,2,1,5,1,5,4,4,1,5,4,4,4,1,5,1,5,1,5,-1,5,5,3,4,2,2,3,3,5,1,5,3
956,1338,1,,,,,,5,1,5,3,5,1,5,1,3,1,5,1,3,4,1,3,2,1,5,1,1,5,2,5,1,5,1,5,5,5,5,5,5,1,5,2,5,-1,5,3,5,1,1,1,5,1,5,1,5,5
957,1340,1,,,,,,3,3,4,2,4,2,2,4,2,4,2,4,4,3,4,2,2,2,5,2,2,5,4,5,1,1,1,4,4,2,1,4,4,4,1,4,2,-5,2,3,5,2,4,2,3,2,5,4,4,5
958,1344,1,,,,,,3,2,4,4,3,2,3,3,3,5,5,2,5,2,4,5,5,5,4,4,2,4,1,4,2,5,2,2,4,4,4,1,5,1,3,1,1,-3,2,4,3,5,1,4,3,2,5,1,2,3
959,1346,1,,,,,,2,2,4,2,3,2,2,4,4,5,1,4,3,4,1,1,2,1,2,1,2,4,1,4,2,3,2,4,3,3,4,4,4,1,2,1,4,-2,2,4,3,1,4,1,4,2,5,4,4,5
960,1349,1,,,,,,2,2,2,3,2,3,1,4,1,5,3,2,5,1,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,4,3,5,2,2,2,4,-1,3,4,5,2,3,2,3,3,4,3,4,2
961,1350,1,,,,,,5,2,5,5,5,2,5,2,5,5,1,3,5,3,2,2,2,2,2,4,4,5,2,5,2,5,2,5,5,5,5,2,5,2,5,2,2,-3,5,5,5,4,5,2,5,2,5,3,5,3
962,1352,1,,,,,,2,4,3,3,3,3,2,3,4,5,3,3,5,5,2,3,3,4,3,2,4,4,1,5,2,4,3,4,5,5,4,2,4,1,3,2,5,-3,4,3,3,2,4,3,4,2,4,4,4,4
963,1355,3,,,,,,4,1,5,1,5,1,5,3,2,1,1,3,3,3,3,1,5,4,1,3,4,5,1,2,3,3,3,4,3,4,4,1,5,1,5,1,5,-3,5,4,4,1,5,3,5,1,5,3,5,5
964,1356,1,,,,,,3,3,4,3,4,1,3,2,4,3,2,3,4,2,3,3,3,1,3,1,3,3,1,3,3,1,3,3,4,3,4,2,4,2,4,5,4,-1,4,3,3,4,3,2,4,2,4,3,5,4
965,1358,1,,,,,,1,4,4,5,4,2,1,5,1,5,1,5,1,5,2,1,2,1,1,1,1,5,1,5,1,5,5,5,5,5,4,5,2,1,4,4,1,-2,5,1,5,1,5,1,4,1,4,4,4,5
966,1360,1,,,,,,1,1,5,1,5,1,2,2,5,1,4,4,2,2,3,2,4,4,4,4,3,4,4,2,4,3,2,2,3,3,2,4,3,4,1,3,5,-4,1,2,5,2,5,1,4,1,4,5,2,5
967,1361,1,,,,,,5,1,5,2,5,1,5,2,5,2,2,4,3,3,2,1,3,4,3,3,5,5,3,5,1,5,5,4,5,5,3,2,2,2,3,3,4,-3,2,2,4,1,5,1,5,1,5,2,4,5
968,1362,1,,,,,,4,5,3,3,2,4,2,3,2,3,4,2,4,2,3,4,4,5,4,4,2,4,2,4,2,5,2,4,5,3,3,2,3,2,3,4,3,-1,5,4,3,5,5,5,3,2,3,3,5,3
969,1363,1,,,,,,1,4,4,4,3,3,2,5,2,5,4,2,4,2,3,3,4,3,3,4,2,5,1,5,2,5,2,5,4,5,3,1,4,1,2,4,3,-1,3,4,2,3,3,1,4,2,2,2,4,4
970,1364,1,,,,,,3,4,5,3,2,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,5,2,1,5,2,4,3,4,4,3,2,1,4,2,3,2,2,-3,4,3,2,3,3,3,2,3,4,2,3,2
971,1367,1,,,,,,3,2,4,1,3,1,5,2,4,4,4,3,4,1,2,4,3,3,4,2,2,4,1,5,2,5,3,1,4,4,3,2,3,2,1,2,4,-2,5,1,2,4,3,5,1,2,1,1,4,1
972,1368,1,,,,,,4,5,3,3,3,4,4,2,3,2,5,1,4,4,3,3,4,5,2,5,2,4,1,5,2,5,2,3,5,5,2,1,5,1,4,2,2,-2,2,3,4,1,5,2,4,1,4,4,5,4
973,1369,1,,,,,,2,4,3,3,4,4,2,4,2,4,4,3,5,3,5,4,4,3,5,2,4,3,2,3,2,4,3,3,3,3,4,2,3,4,3,2,4,-3,4,3,3,2,3,3,4,2,4,3,4,3
974,1371,1,,,,,,1,5,3,5,1,5,1,5,1,5,5,4,5,5,3,5,5,2,1,1,1,4,4,5,1,5,1,5,5,1,3,4,5,5,1,5,1,-1,1,5,3,1,5,1,4,1,3,1,2,5
975,1372,2,,,,,,3,1,3,3,2,2,1,3,2,3,3,1,5,1,3,3,3,1,4,5,1,5,1,5,1,5,1,5,5,5,3,1,5,2,3,3,4,-2,3,4,5,1,5,2,5,1,4,5,4,5
976,1373,1,,,,,,1,1,5,5,5,2,1,3,4,5,5,5,5,4,5,5,5,4,5,5,3,4,3,4,3,5,2,4,4,4,5,1,4,3,3,4,4,-4,4,5,2,5,5,3,3,4,4,2,4,4
977,1374,3,,,,,,3,3,4,2,4,1,5,3,3,2,3,3,4,4,3,3,2,2,2,4,3,4,3,5,2,4,1,4,4,4,3,2,4,3,3,3,4,-2,3,4,4,2,4,1,4,1,4,3,4,5
978,1375,2,,,,,,4,3,4,2,4,3,4,3,3,4,2,4,3,3,2,2,2,2,3,2,2,4,1,4,2,2,2,4,4,4,4,1,5,2,4,2,4,-2,4,4,2,2,2,2,3,3,4,2,2,3
979,1377,1,,,,,,3,2,4,2,5,2,5,3,3,3,2,4,2,2,3,1,2,1,3,2,3,5,3,2,2,2,1,3,2,4,4,2,3,3,3,3,4,-3,5,4,2,2,3,1,3,1,4,2,4,3
