EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
,Mixed Race,28,0,1,1,1,US,,,,,,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,3,4,5,5,1,3,4,4,3,5,3,3,2,4,2,3,3,3,3,4,3,3,4,4,5,2,5,1,3,1,3,2,4,4
,Mixed Race,19,0,1,1,1,PH,,,,,,5,3,2,3,3,2,3,3,5,4,4,5,2,3,2,3,3,3,4,4,3,4,4,3,3,3,3,4,3,3,5,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,2,4,2
,Mixed Race,14,0,0,1,5,PH,,,,,,3,3,3,2,3,2,5,3,4,3,3,3,4,2,4,2,1,2,4,3,4,1,3,3,4,3,3,3,3,3,2,4,2,2,3,4,2,2,3,3,2,3,2,3,2,5,3,4,3
,Caucasian (European),35,0,0,1,5,IT,,,,,,2,5,5,5,1,1,2,1,5,5,5,5,3,3,5,5,5,5,3,1,5,1,5,1,4,1,3,3,5,1,2,5,3,1,1,4,1,4,5,3,3,5,1,4,1,3,1,5,5
,Caucasian (Indian),17,0,1,1,1,IN,,,,,,4,4,1,4,1,5,2,5,5,1,4,4,4,3,2,3,2,2,2,2,5,1,5,1,4,1,5,5,5,5,1,5,2,4,1,4,1,5,5,5,1,5,1,4,1,5,4,4,5
,Caucasian (European),29,0,1,1,1,RO,,,,,,4,4,4,4,3,3,4,2,5,1,3,3,2,1,3,1,1,3,1,4,3,1,5,2,2,3,4,3,5,4,4,4,2,3,4,5,4,4,4,4,2,1,3,4,1,4,2,4,3
,Caucasian (European),28,1,1,0,1,AU,,,,,,1,5,1,5,1,4,5,5,2,4,3,3,1,1,2,5,3,5,3,5,3,5,3,5,2,3,2,4,4,1,5,3,1,1,5,5,2,1,4,5,1,5,1,4,1,5,4,3,5
,Mixed Race,25,0,1,1,1,SG,,,,,,3,4,3,3,3,2,3,4,4,2,4,4,2,3,2,4,3,3,3,4,4,2,4,3,5,2,4,3,3,2,4,3,3,2,3,3,3,3,4,4,1,4,2,4,2,4,3,5,4
,Caucasian (European),35,0,0,1,1,AU,,,,,,2,2,3,2,5,1,3,3,5,3,3,5,3,4,4,4,4,5,5,3,4,3,4,3,2,2,3,3,1,4,4,3,3,3,2,5,3,4,3,4,4,5,4,1,1,3,2,5,2
,Mixed Race,18,1,0,1,1,US,,,,,,3,3,3,3,4,1,3,4,3,5,2,4,2,2,4,4,4,4,4,3,4,4,2,2,2,3,3,2,3,3,3,5,2,4,2,3,2,3,3,3,3,4,2,3,2,3,2,2,3
,Caucasian (Indian),23,0,1,0,1,IN,,,,,,2,3,3,4,4,3,2,3,5,1,4,3,2,1,3,2,1,2,4,5,5,2,2,4,4,3,4,3,5,4,2,5,1,3,3,4,1,2,4,4,1,4,1,4,1,5,4,4,4
,Caucasian (European),25,0,1,2,1,EU,,,,,,2,5,2,4,2,4,3,5,1,4,2,5,3,2,3,4,4,3,3,1,4,3,5,4,5,3,3,5,3,5,3,5,3,1,1,5,5,4,5,5,1,5,1,5,1,5,5,5,5
,Caucasian (European),23,0,0,1,1,AR,,,,,,1,5,2,5,2,1,2,1,1,3,3,3,4,5,5,4,3,4,1,1,3,1,4,2,4,3,4,4,3,2,2,2,1,1,4,3,3,3,2,3,2,5,1,3,2,4,3,4,3
,Mixed Race,23,0,1,0,1,ID,,,,,,2,4,4,4,2,4,3,4,5,2,4,4,4,3,4,4,3,4,2,5,4,3,3,3,5,2,5,4,3,4,5,4,3,4,3,4,3,4,3,2,2,5,2,4,2,4,1,4,5
,Mixed Race,30,0,0,1,5,PH,,,,,,2,2,4,2,2,1,4,1,5,4,2,4,4,2,4,1,2,4,2,2,4,4,4,2,4,2,4,4,2,4,1,4,1,4,2,4,1,4,4,4,2,4,2,2,2,4,4,4,5
,Caucasian (European),27,0,0,1,1,RO,,,,,,3,3,3,4,2,2,5,2,5,4,4,4,3,4,4,4,4,4,2,4,4,2,4,2,4,2,4,4,4,3,4,4,4,3,2,4,2,2,4,4,4,4,3,3,2,4,4,4,4
,Caucasian (Indian),23,0,0,1,1,IN,,,,,,1,3,5,5,2,5,2,3,3,4,3,3,3,4,2,5,5,3,3,2,4,1,5,1,5,2,4,5,5,2,5,4,1,4,3,4,2,3,3,2,2,4,1,4,4,4,5,4,5
,Caucasian (European),19,1,0,1,1,AU,,,,,,4,5,2,4,2,4,2,5,2,2,4,4,2,3,2,2,1,2,3,1,5,3,5,1,5,1,5,5,4,3,4,5,4,2,5,3,2,1,4,4,2,5,1,4,5,4,4,4,5
,Caucasian (Middle East),25,0,1,1,1,LB,,,,,,3,4,3,3,5,3,4,5,4,5,1,5,2,3,4,4,4,4,3,1,3,3,4,4,5,3,4,5,5,4,1,5,1,3,1,5,1,5,3,5,2,5,1,5,1,5,5,5,5
,Caucasian (European),46,1,0,0,1,ZA,,,,,,1,4,3,5,2,4,5,1,5,5,3,5,2,3,1,2,4,3,3,4,5,1,5,1,5,1,5,5,5,3,2,2,2,5,2,5,1,2,5,3,2,1,1,5,5,5,1,5,5
,Mixed Race,15,1,0,1,1,US,,,,,,2,2,2,4,2,4,2,5,4,5,3,5,1,1,5,5,4,5,5,1,5,4,5,1,4,1,4,4,4,2,4,4,4,4,4,4,3,4,4,4,1,5,1,5,1,5,5,5,5
,Mixed Race,18,0,1,1,1,TH,,,,,,2,2,3,2,2,2,4,4,3,5,3,4,4,5,5,4,4,4,4,2,3,4,2,4,2,4,4,3,2,3,2,4,4,3,5,4,4,2,2,5,1,5,2,5,1,5,4,4,5
,Mixed Race,28,1,1,1,1,AU,,,,,,5,2,5,2,1,1,5,2,5,4,3,5,1,4,4,3,3,5,5,2,2,5,4,3,5,4,4,4,2,3,2,5,3,3,2,5,2,2,5,1,1,5,1,5,1,5,1,5,5
,Mixed Race,25,0,0,1,1,IN,,,,,,3,2,2,3,3,1,4,3,5,2,3,3,2,3,3,4,2,5,2,1,2,2,4,1,3,2,4,4,3,3,2,3,2,3,2,4,4,2,2,3,3,2,4,2,3,3,2,2,2
,Caucasian (European),35,1,0,1,1,US,,,,,,1,3,3,5,1,3,5,1,5,5,3,5,1,5,5,3,3,5,5,1,5,2,5,1,5,1,5,5,5,3,5,5,5,1,5,5,1,2,5,4,1,5,1,3,1,1,4,5,5
,Caucasian (Indian),26,0,1,1,1,IN,,,,,,2,4,4,2,3,3,2,2,4,2,1,3,3,3,3,4,4,3,3,3,4,1,4,3,2,2,2,2,4,1,1,3,4,2,1,3,4,2,3,1,3,2,4,2,3,3,2,2,2
,Caucasian (European),28,0,0,0,1,SK,,,,,,4,4,4,3,2,2,3,4,4,4,2,4,3,4,3,4,3,2,3,2,4,2,3,2,3,2,4,4,3,4,5,4,4,2,5,3,2,4,4,2,2,5,2,3,1,4,3,4,4
,Caucasian (Indian),23,0,1,0,5,IN,,,,,,3,2,4,2,4,2,5,3,5,2,4,2,3,4,2,3,2,4,2,1,1,2,5,4,5,4,5,4,3,2,4,4,5,2,4,3,5,2,3,2,3,2,2,4,4,5,4,5,4
,Caucasian (European),25,1,0,1,1,US,,,,,,4,1,3,2,3,1,1,5,4,2,5,4,3,1,3,1,1,3,2,1,1,1,5,1,5,4,5,5,1,2,2,5,1,1,1,3,3,3,4,2,1,5,1,5,1,5,1,5,5
,Caucasian (Indian),25,0,0,1,1,IN,,,,,,4,5,3,2,3,2,4,4,5,3,3,4,4,2,3,3,2,3,3,1,4,1,4,1,4,2,4,4,4,3,3,4,3,5,2,1,1,3,4,3,3,3,3,3,4,4,2,3,3
,No Response,26,0,0,1,1,IN,,,,,,5,2,5,1,5,1,2,4,5,5,1,5,3,5,5,4,5,2,3,4,1,1,4,1,5,4,1,4,1,1,3,4,1,4,5,2,1,4,2,1,4,4,3,2,2,5,4,1,2
,Caucasian (Indian),31,0,1,1,1,IN,,,,,,4,2,4,2,2,1,4,2,5,3,3,4,2,2,2,2,2,2,2,2,4,2,5,2,4,2,4,4,3,2,4,2,2,2,5,2,4,2,2,4,2,4,2,3,1,4,2,4,3
,Caucasian (European),37,0,0,1,1,AU,,,,,,1,5,2,4,1,5,4,3,5,1,4,1,1,1,2,2,1,2,1,3,5,1,5,2,5,1,5,1,3,5,4,5,2,3,4,5,1,5,4,4,1,5,1,4,1,5,3,4,5
,Caucasian (European),23,0,1,1,1,IT,,,,,,1,4,3,4,1,4,3,2,4,2,4,4,3,2,2,5,4,2,4,2,2,1,4,1,5,1,4,3,5,2,2,4,4,4,3,3,1,1,5,5,3,5,2,3,1,4,5,3,5
,Caucasian (Indian),29,0,0,1,1,IN,,,,,,1,4,2,5,2,2,1,4,4,1,4,4,4,4,4,4,2,3,4,2,4,1,5,2,5,2,4,4,4,1,1,2,4,4,2,5,5,1,3,4,2,4,2,4,1,4,1,5,3
,Caucasian (European),30,0,0,1,1,IT,,,,,,4,2,3,1,4,1,4,1,4,2,4,2,2,2,1,3,3,1,2,3,3,1,4,2,5,3,3,4,4,3,2,3,2,2,1,4,1,2,4,2,2,3,2,2,3,4,2,3,2
,Caucasian (European),37,0,1,1,1,RS,,,,,,5,3,4,4,5,3,4,3,2,2,3,4,5,2,3,2,2,4,1,2,2,2,3,3,3,3,3,3,3,3,2,4,2,4,3,4,3,3,4,4,1,4,1,3,1,3,3,4,3
,Mixed Race,20,0,0,1,1,DE,,,,,,2,3,2,4,2,4,3,3,2,4,2,4,2,4,4,4,2,4,4,4,4,2,5,2,4,2,4,5,3,4,4,4,5,3,5,2,4,3,3,4,3,5,3,3,2,4,4,5,4
,Caucasian (Indian),27,0,1,1,1,IN,,,,,,1,5,1,4,1,2,4,4,4,2,5,4,4,3,4,4,2,5,1,5,4,2,4,1,4,3,4,5,5,3,4,4,2,4,1,4,1,4,3,4,1,5,1,5,1,5,4,5,5
,Caucasian (European),52,1,1,0,1,GB,,,,,,2,5,1,5,1,5,3,3,1,1,5,2,4,2,1,2,1,2,2,1,4,2,5,1,4,1,5,4,5,4,1,5,1,2,1,4,1,4,5,3,2,2,2,5,2,4,2,4,4
,Caucasian (European),25,0,1,1,1,BE,,,,,,2,4,3,4,2,4,3,3,2,2,2,2,4,3,2,2,2,2,2,4,5,3,4,2,3,2,5,5,4,2,2,5,3,2,4,2,2,2,4,4,1,5,2,4,2,4,4,4,5
,Caucasian (European),26,0,0,0,1,DK,,,,,,5,3,4,2,1,1,5,1,5,5,2,5,2,4,5,3,1,5,2,4,5,2,5,1,5,1,5,4,5,2,5,4,5,2,4,4,2,3,5,3,2,5,1,3,1,5,4,5,3
,No Response,17,1,0,1,1,US,,,,,,3,1,3,1,2,1,3,1,5,5,3,5,4,4,5,3,3,5,3,4,2,4,3,5,5,4,3,3,4,4,3,4,3,2,2,3,5,5,3,4,3,5,3,4,1,4,3,5,5
,Caucasian (Indian),35,0,1,1,1,IN,,,,,,4,4,1,2,1,5,5,1,1,1,4,4,1,1,1,5,5,1,1,5,4,1,5,1,5,1,5,5,5,5,4,5,1,1,4,1,5,1,5,4,1,5,1,4,1,4,1,1,4
,Mixed Race,22,1,0,1,1,IN,,,,,,5,4,5,1,5,1,5,5,5,5,1,5,1,2,5,4,1,5,1,4,5,1,4,5,5,1,4,5,5,1,5,2,1,1,1,5,4,4,3,1,5,5,5,1,1,1,1,1,1
,Caucasian (Indian),30,0,0,1,1,IN,,,,,,3,4,4,4,4,2,3,4,4,4,2,4,3,3,4,2,2,4,3,5,4,1,5,2,4,2,4,4,2,3,5,3,1,5,4,2,3,4,4,3,2,4,2,2,2,3,2,4,2
,Caucasian (Indian),23,0,1,1,1,IN,,,,,,2,4,3,2,2,2,1,3,5,2,3,4,3,4,5,4,4,4,3,3,5,3,4,3,5,1,3,3,3,4,5,5,2,3,5,3,5,4,4,4,3,4,3,5,2,5,4,3,5
,Caucasian (European),45,0,0,1,3,IT,,,,,,2,5,1,5,2,5,1,5,5,2,4,3,4,2,1,1,1,2,1,4,5,1,5,1,5,1,5,5,5,3,1,5,1,3,1,5,1,3,5,5,2,5,1,4,1,5,5,5,5
,Caucasian (European),22,1,0,1,1,CA,,,,,,1,5,3,5,1,4,1,5,2,4,5,3,4,3,1,2,1,2,1,1,5,1,5,1,5,1,5,5,4,4,5,4,3,5,4,3,1,4,4,5,4,5,4,4,1,5,1,3,4
,Mixed Race,49,1,0,1,5,SA,,,,,,2,2,4,2,2,1,3,2,4,3,5,4,5,2,2,1,1,2,1,1,4,1,5,2,4,3,3,5,5,4,3,3,1,3,2,5,1,5,5,3,3,2,4,4,2,5,3,2,2
,Caucasian (North African),24,0,1,1,1,GE,,,,,,1,2,3,3,3,4,1,4,5,2,3,4,4,2,2,5,1,2,1,1,5,3,5,1,4,3,2,5,5,4,4,4,5,4,1,5,2,4,4,2,5,5,5,4,1,1,5,3,4
,Caucasian (Middle East),20,0,1,1,1,EG,,,,,,3,3,4,3,3,2,1,5,3,4,4,5,2,3,3,2,2,3,3,3,2,2,4,3,4,3,3,4,4,3,4,3,4,3,3,3,3,1,3,3,2,4,2,3,2,4,3,4,3
,Caucasian (European),23,0,0,1,1,SE,,,,,,4,2,4,3,5,2,4,1,5,2,1,5,1,2,4,4,4,4,5,3,3,4,4,2,4,2,4,4,1,1,5,3,5,1,5,2,3,1,1,4,4,5,2,3,1,2,4,5,5
,Caucasian (European),23,0,1,1,1,RO,,,,,,3,4,1,5,2,5,1,4,4,1,4,2,4,2,2,3,1,2,1,5,5,4,4,3,1,1,4,4,3,2,4,2,3,2,5,2,3,4,3,5,1,5,1,3,1,5,5,5,5
,Caucasian (European),28,1,1,1,1,RO,,,,,,1,5,2,5,1,5,1,5,2,4,5,3,2,2,2,1,1,2,1,1,5,1,4,2,4,1,4,4,4,4,2,5,1,3,2,5,3,4,3,4,1,5,1,4,1,5,4,5,5
,Caucasian (European),35,0,1,1,1,RS,,,,,,4,5,1,2,1,2,3,4,2,2,4,3,2,2,1,3,2,1,1,1,5,3,5,2,3,2,3,3,4,3,5,3,1,3,2,5,3,4,4,5,1,5,1,5,1,5,3,3,5
,Caucasian (European),28,0,0,1,1,EU,,,,,,2,4,2,4,4,3,3,3,3,4,2,5,3,4,4,4,4,4,3,1,5,2,5,1,5,1,5,5,4,3,3,5,3,3,4,4,3,2,4,4,4,3,5,2,4,4,3,2,2
,Mixed Race,25,0,1,1,1,PH,,,,,,4,3,5,3,5,1,5,2,5,4,3,5,1,4,5,5,5,5,5,1,3,4,4,3,4,4,4,3,3,4,1,5,2,3,1,2,2,3,4,4,1,5,1,4,1,4,3,5,5
,Caucasian (European),22,0,1,1,1,PL,,,,,,2,2,4,1,4,2,4,2,5,5,3,4,4,5,4,4,2,5,2,2,4,4,4,5,2,4,4,5,4,5,1,5,4,1,5,4,4,4,5,5,1,5,1,4,1,5,4,4,5
,Caucasian (Indian),29,0,0,1,1,IN,,,,,,4,3,4,1,4,3,3,4,5,5,2,4,3,4,4,5,5,4,4,4,4,2,4,1,4,4,3,5,4,1,3,4,4,2,5,1,3,2,3,1,4,3,3,2,4,4,1,2,2
,Caucasian (European),20,1,0,1,1,US,,,,,,1,3,3,4,2,1,3,2,4,5,2,4,2,5,5,4,3,4,4,2,4,2,3,2,5,3,4,2,3,4,2,4,3,4,2,4,2,2,3,5,3,4,2,3,2,4,4,5,4
,Caucasian (European),26,0,1,1,3,RS,,,,,,3,4,2,5,3,4,3,4,3,2,2,4,3,3,2,4,4,3,3,2,5,4,5,1,3,2,4,4,4,2,3,4,3,3,2,3,3,3,3,3,3,4,1,3,2,4,4,3,3
,Caucasian (Indian),24,1,0,1,5,IN,,,,,,3,4,4,4,2,2,4,2,3,3,4,4,3,2,3,4,4,4,2,4,2,2,4,1,3,4,4,3,4,4,4,5,2,4,2,4,3,4,4,4,3,4,2,3,2,4,4,4,4
,Caucasian (European),27,0,1,1,1,IT,,,,,,5,2,4,2,4,1,5,5,3,3,2,5,4,3,4,4,4,4,4,4,2,4,3,2,2,4,3,4,2,2,4,4,4,3,4,2,3,1,4,4,1,3,1,3,2,4,3,4,3
,Caucasian (European),18,0,0,1,1,NO,,,,,,2,5,3,3,2,5,4,2,4,4,3,2,3,4,3,4,4,4,3,4,4,2,5,1,4,1,3,4,3,2,5,4,5,2,4,3,4,1,5,3,3,4,2,3,2,5,2,3,3
,Caucasian (Indian),21,1,1,1,1,IN,,,,,,2,4,4,3,2,4,3,4,4,2,4,5,4,2,3,2,1,3,1,4,5,1,5,3,5,4,3,5,4,3,1,4,3,2,3,4,3,2,4,2,1,5,2,4,2,4,2,4,4
,Mixed Race,24,0,0,1,1,IN,,,,,,4,3,4,5,4,3,2,3,1,5,4,4,3,5,5,5,5,4,4,4,4,2,4,4,4,2,3,3,4,3,2,3,2,4,1,4,3,3,3,5,4,5,2,5,1,4,2,3,5
,Mixed Race,19,1,0,1,1,TW,,,,,,2,3,2,4,2,3,4,4,4,4,2,4,2,3,4,3,4,2,2,2,4,3,4,2,4,2,4,4,3,3,4,3,2,2,4,4,3,3,3,4,2,4,2,4,3,4,4,4,4
,Caucasian (European),16,1,1,1,1,AU,,,,,,3,3,5,2,3,1,2,5,5,4,3,5,1,4,5,5,5,4,5,1,5,4,5,1,5,1,4,5,4,5,2,5,4,3,4,5,1,5,4,3,1,5,1,5,1,4,4,5,5
,Caucasian (European),22,0,0,1,1,GR,,,,,,2,3,3,4,2,2,2,3,3,5,2,5,2,4,4,4,4,4,4,1,5,3,5,1,4,1,5,4,4,4,4,4,5,2,3,4,3,2,4,4,2,4,1,4,2,3,4,5,3
,Caucasian (European),33,0,0,1,1,GB,,,,,,4,2,4,3,3,1,4,2,5,2,4,4,4,2,3,2,2,2,1,4,1,3,2,4,3,4,2,2,3,4,3,4,2,2,4,4,2,4,4,3,2,5,3,4,2,5,3,5,5
,Caucasian (Middle East),26,0,1,1,1,EG,,,,,,5,5,2,3,3,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,1,5,3,5,3,2,4,4,4,4,5,2,2,3,3,3,4,3,4,1,5,1,5,1,5,3,3,5
,Caucasian (Indian),26,0,1,1,1,IN,,,,,,5,4,4,4,2,3,3,3,3,2,3,3,4,2,1,2,2,2,2,3,5,2,4,3,3,2,4,3,3,3,4,4,2,3,3,3,3,3,4,2,2,4,1,4,1,4,3,4,5
,Caucasian (European),26,1,0,1,1,IE,,,,,,2,5,4,4,2,4,4,3,3,3,3,4,2,3,3,3,4,4,4,1,5,2,5,2,4,1,4,4,4,5,2,5,3,3,2,5,1,4,4,4,3,3,4,4,4,5,3,3,2
,Mixed Race,29,0,1,1,1,IN,,,,,,3,4,3,3,1,4,2,4,3,1,5,2,5,2,1,2,2,2,2,2,5,2,4,2,3,2,4,4,3,3,5,3,3,3,5,4,2,3,4,5,2,5,1,5,1,4,5,5,4
,Caucasian (European),42,0,0,1,1,IT,,,,,,3,3,3,3,1,3,4,3,5,3,1,5,1,4,2,5,5,1,5,1,5,1,5,1,5,2,3,5,5,3,3,3,3,3,3,1,1,3,1,5,1,4,1,4,2,4,5,5,5
,Mixed Race,46,1,0,1,1,ZA,,,,,,2,4,4,4,4,2,5,1,3,4,2,5,1,4,5,3,3,4,2,1,5,2,5,2,5,1,4,1,4,2,5,3,5,2,5,4,3,3,4,4,4,5,2,4,5,4,2,4,5
,Caucasian (European),48,0,0,1,1,IT,,,,,,3,5,3,4,2,3,4,5,4,1,4,5,1,1,1,1,1,2,2,1,5,1,4,1,4,1,3,5,4,2,2,5,3,3,2,3,1,3,5,5,2,3,2,3,4,4,3,4,4
,Caucasian (European),26,1,0,1,1,US,,,,,,1,4,2,5,1,5,3,4,1,5,3,4,1,4,4,4,4,4,5,1,5,3,5,2,5,1,4,5,3,2,3,3,4,1,5,2,5,1,2,4,1,3,1,3,1,4,4,5,4
,Caucasian (European),24,0,1,1,1,IT,,,,,,5,1,1,1,3,1,4,5,4,4,3,4,4,3,2,3,2,2,5,1,3,1,2,1,3,2,4,5,3,3,2,4,3,2,4,1,2,2,3,4,1,5,1,5,1,4,4,4,5
,Caucasian (European),37,0,1,1,1,FI,,,,,,1,3,3,4,3,3,3,3,3,4,2,4,2,4,4,3,3,4,2,2,4,3,4,3,3,2,3,4,3,3,1,4,2,3,1,5,2,4,3,4,2,4,3,3,2,3,2,5,3
,Mixed Race,23,1,0,1,1,SG,,,,,,2,4,4,4,2,2,5,1,4,3,4,3,2,3,2,2,2,2,2,5,4,2,4,4,1,4,4,4,4,4,3,4,4,2,4,3,2,4,3,4,4,4,4,4,2,4,2,4,4
,Caucasian (European),23,0,1,1,1,IT,,,,,,3,4,3,2,2,2,2,2,3,2,3,4,3,4,3,2,2,2,2,3,4,1,2,3,2,3,3,2,3,3,1,4,1,3,1,4,2,4,4,4,2,3,2,3,2,5,3,3,3
,Native American,60,1,0,1,2,US,,,,,,2,5,1,5,1,5,4,5,2,3,4,3,4,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,5,5,1,2,5,5,1,4,5,2,1,5,1,5,1,4,1,5,5
,Caucasian (Indian),26,0,0,1,1,IN,,,,,,3,5,3,3,4,1,2,5,2,1,1,4,4,2,4,3,1,2,4,4,5,1,5,1,5,4,4,5,5,3,2,5,1,3,2,2,2,5,5,3,4,5,2,5,1,4,1,4,4
,Caucasian (North African),15,0,0,0,1,AU,,,,,,1,3,2,4,1,2,3,5,2,3,4,2,3,4,5,3,1,4,4,1,2,4,4,2,5,2,5,4,2,3,4,4,5,1,4,5,1,2,5,3,2,4,3,5,2,4,4,4,5
,Mixed Race,19,0,0,1,3,VN,,,,,,4,4,5,3,5,3,5,1,5,5,3,3,1,5,5,5,5,1,2,4,5,1,2,4,5,1,3,3,3,2,5,5,3,1,5,5,1,1,3,1,5,5,4,3,1,5,1,5,5
,Caucasian (European),17,1,1,0,1,GB,,,,,,3,2,4,3,4,1,5,2,5,4,4,4,3,1,2,4,3,4,3,2,3,5,3,2,3,2,4,3,3,3,3,4,3,1,4,3,3,2,2,4,4,4,4,3,3,3,4,5,4
,Caucasian (European),22,1,0,1,1,GB,,,,,,2,4,2,4,2,4,3,5,3,3,4,2,4,2,2,2,1,2,1,2,4,2,4,2,4,2,4,4,4,3,2,5,2,3,2,3,1,3,3,4,2,5,2,4,1,5,4,3,4
,Mixed Race,36,0,1,0,2,JP,,,,,,3,3,2,4,4,2,2,4,2,4,4,4,2,2,2,3,3,2,3,1,5,1,5,1,5,2,5,4,4,4,1,5,1,4,1,4,2,3,4,5,1,4,1,3,1,4,4,5,4
,Caucasian (Middle East),36,0,0,1,1,LB,,,,,,1,5,1,5,1,5,3,5,1,5,3,5,5,3,3,3,3,3,3,4,5,3,4,1,5,1,3,5,5,5,5,5,4,5,2,5,3,5,5,5,4,5,3,5,1,5,3,5,5
,Caucasian (European),47,0,0,1,1,ZA,,,,,,5,4,4,3,4,1,1,2,5,4,4,4,3,1,4,2,1,3,1,2,3,1,3,2,5,4,4,4,5,4,1,5,1,4,1,5,1,4,5,4,1,4,1,4,1,4,4,5,4
,Mixed Race,21,1,0,1,1,ZA,,,,,,2,4,2,5,1,4,5,2,4,3,4,3,1,2,2,2,1,2,4,1,5,2,4,1,4,1,3,3,3,2,4,5,2,2,4,5,3,2,4,4,1,5,1,5,1,5,3,4,5
,Caucasian (Indian),25,0,0,1,1,IN,,,,,,3,2,4,2,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,3,4,2,4,4,4,4,2,3,4,2,4,2,3,2,4,2,4,2,2,3,3,3,3,2,3,3,2,4,2
,Caucasian (European),17,1,1,1,1,GB,,,,,,1,3,4,5,1,5,3,5,3,3,4,4,3,2,2,5,4,4,2,4,3,5,3,3,3,2,3,4,5,5,4,5,2,4,2,4,3,4,4,4,1,5,1,5,1,5,5,2,4
,Caucasian (European),20,1,1,1,1,GB,,,,,,4,2,4,2,4,1,5,1,4,2,5,4,3,4,1,2,1,2,3,4,2,1,2,4,4,4,4,2,4,4,2,5,2,4,2,4,2,4,4,5,1,4,1,5,2,5,3,3,5
,Caucasian (European),35,0,1,1,2,NL,,,,,,4,3,4,3,2,2,4,2,5,4,3,4,2,5,4,4,3,3,3,1,4,1,5,2,4,2,4,4,5,4,3,2,3,3,3,4,2,4,4,5,1,5,1,5,1,5,5,5,5
,Caucasian (Indian),33,0,0,1,1,IN,,,,,,1,4,3,3,5,2,5,5,5,3,4,3,2,1,2,5,5,1,4,1,5,1,4,3,3,1,4,5,4,3,1,5,1,1,5,5,1,1,5,4,1,5,1,4,1,4,4,5,4
,Caucasian (European),19,0,0,1,1,IT,,,,,,5,1,5,3,4,1,5,1,5,5,2,5,5,5,5,5,5,5,5,2,4,5,5,2,5,2,4,5,1,4,5,2,5,3,5,5,3,1,5,5,4,3,1,3,3,4,5,5,3
,Caucasian (European),16,1,1,0,1,GB,,,,,,3,3,4,4,4,1,5,3,5,2,4,2,3,4,1,2,1,2,1,4,4,2,4,2,3,2,3,2,3,2,2,3,2,1,3,2,3,2,2,2,3,3,2,3,3,4,3,2,2
,Caucasian (Indian),20,0,1,1,1,US,,,,,,3,3,5,5,1,2,4,5,5,2,5,5,4,4,3,4,4,2,3,4,4,2,5,2,4,2,4,3,5,3,5,4,2,5,3,2,3,2,3,4,2,5,2,4,1,4,3,3,3
,Caucasian (Indian),18,0,1,1,1,IN,,,,,,3,2,3,4,1,4,2,1,5,5,4,4,3,3,5,4,5,5,4,4,4,3,5,2,5,2,1,5,5,4,2,4,1,4,1,2,1,4,1,5,4,4,2,2,2,1,4,4,1
,Caucasian (European),17,1,1,1,2,GB,,,,,,3,4,3,4,1,5,4,3,1,5,1,4,1,5,1,5,5,5,1,4,5,4,2,3,3,4,4,2,5,3,1,5,1,2,2,5,3,3,3,5,3,5,2,5,1,5,5,5,5
,Caucasian (European),22,1,1,1,1,GB,,,,,,1,4,2,5,2,5,3,5,2,4,4,2,1,5,3,5,4,4,4,1,5,4,5,1,4,1,4,5,5,3,2,3,4,1,4,5,4,1,1,4,2,5,1,5,1,3,4,5,5
,Caucasian (European),34,0,0,1,1,SK,,,,,,2,2,2,4,2,3,2,3,2,4,2,4,3,4,4,5,4,4,4,3,2,3,3,3,4,4,3,3,3,4,3,4,3,3,1,4,3,4,3,3,1,3,2,3,1,4,1,4,3
,Caucasian (European),32,1,1,1,1,US,,,,,,3,3,2,4,3,4,2,4,3,5,4,4,2,2,3,3,2,1,3,1,3,1,5,3,4,3,4,4,4,4,3,4,4,2,2,4,2,3,4,4,1,4,1,3,2,4,3,5,3
,Mixed Race,26,0,1,1,1,KH,,,,,,1,5,3,5,1,4,2,4,2,3,4,2,4,4,2,2,2,3,2,4,4,2,3,2,1,1,4,4,3,4,1,2,2,3,3,3,3,4,3,4,3,4,3,4,1,3,2,3,4
,Caucasian (Indian),28,0,1,1,5,PK,,,,,,2,5,1,5,4,5,2,4,2,4,2,5,3,4,4,4,4,4,4,1,5,1,5,2,5,2,4,4,4,3,2,5,3,5,2,4,3,4,4,3,3,4,3,5,2,4,2,4,4
,Caucasian (European),25,0,3,1,1,BG,,,,,,2,2,4,2,2,2,4,2,4,4,2,4,1,4,4,5,5,5,5,2,3,1,4,2,4,3,2,4,3,2,2,4,3,1,2,4,2,4,5,5,2,5,2,3,1,4,4,4,2
